Implementation smell,Namespace,Class,File,Method,Description
Magic Number,Ocelot.UnitTests.Configuration,DynamicsCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\DynamicsCreatorTests.cs,ThenTheRoutesAreReturned,The following statement contains a magic number: _result.Count.ShouldBe(2);
Magic Number,Ocelot.UnitTests.Configuration,FileConfigurationPollerTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\FileConfigurationPollerTests.cs,FileConfigurationPollerTests,The following statement contains a magic number: _config.Setup(x => x.Delay).Returns(100);
Magic Number,Ocelot.UnitTests.Configuration,FileConfigurationPollerTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\FileConfigurationPollerTests.cs,should_not_poll_if_already_polling,The following statement contains a magic number: this.Given(x => GivenPollerHasStarted())                  .Given(x => WhenTheConfigIsChanged(newConfig' 10))                  .Then(x => ThenTheSetterIsCalled(newConfig' 1))                  .BDDfy();
Magic Number,Ocelot.UnitTests.Configuration,FileConfigurationPollerTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\FileConfigurationPollerTests.cs,ThenTheSetterIsCalled,The following statement contains a magic number: var result = WaitFor(4000).Until(() =>              {                  try                  {                      _internalConfigRepo.Verify(x => x.AddOrReplace(_internalConfig)' Times.Exactly(times));                      _internalConfigCreator.Verify(x => x.Create(fileConfig)' Times.Exactly(times));                      return true;                  }                  catch (Exception)                  {                      return false;                  }              });
Magic Number,Ocelot.UnitTests.Configuration,FileConfigurationPollerTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\FileConfigurationPollerTests.cs,ThenTheSetterIsCalledAtLeast,The following statement contains a magic number: var result = WaitFor(4000).Until(() =>              {                  try                  {                      _internalConfigRepo.Verify(x => x.AddOrReplace(_internalConfig)' Times.AtLeast(times));                      _internalConfigCreator.Verify(x => x.Create(fileConfig)' Times.AtLeast(times));                      return true;                  }                  catch (Exception)                  {                      return false;                  }              });
Magic Number,Ocelot.UnitTests.Configuration,HashCreationTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\HashCreationTests.cs,should_create_hash_and_salt,The following statement contains a magic number: var salt = new byte[128 / 8];
Magic Number,Ocelot.UnitTests.Configuration,HashCreationTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\HashCreationTests.cs,should_create_hash_and_salt,The following statement contains a magic number: var salt = new byte[128 / 8];
Magic Number,Ocelot.UnitTests.Configuration,HashCreationTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\HashCreationTests.cs,should_create_hash_and_salt,The following statement contains a magic number: var storedHash = Convert.ToBase64String(KeyDerivation.Pbkdf2(                  password: password'                  salt: salt'                  prf: KeyDerivationPrf.HMACSHA256'                  iterationCount: 10000'                  numBytesRequested: 256 / 8));
Magic Number,Ocelot.UnitTests.Configuration,HashCreationTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\HashCreationTests.cs,should_create_hash_and_salt,The following statement contains a magic number: var storedHash = Convert.ToBase64String(KeyDerivation.Pbkdf2(                  password: password'                  salt: salt'                  prf: KeyDerivationPrf.HMACSHA256'                  iterationCount: 10000'                  numBytesRequested: 256 / 8));
Magic Number,Ocelot.UnitTests.Configuration,HashCreationTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\HashCreationTests.cs,should_create_hash_and_salt,The following statement contains a magic number: var storedHash = Convert.ToBase64String(KeyDerivation.Pbkdf2(                  password: password'                  salt: salt'                  prf: KeyDerivationPrf.HMACSHA256'                  iterationCount: 10000'                  numBytesRequested: 256 / 8));
Magic Number,Ocelot.UnitTests.Configuration,HttpHandlerOptionsCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\HttpHandlerOptionsCreatorTests.cs,should_create_options_with_specified_MaxConnectionsPerServer,The following statement contains a magic number: var fileRoute = new FileRoute              {                  HttpHandlerOptions = new FileHttpHandlerOptions                  {                      MaxConnectionsPerServer = 10                  }              };
Magic Number,Ocelot.UnitTests.Configuration,HttpHandlerOptionsCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\HttpHandlerOptionsCreatorTests.cs,should_create_options_with_specified_MaxConnectionsPerServer,The following statement contains a magic number: var expectedOptions = new HttpHandlerOptions(false' false' false' true' 10);
Magic Number,Ocelot.UnitTests.Configuration,RateLimitOptionsCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\RateLimitOptionsCreatorTests.cs,should_create_rate_limit_options,The following statement contains a magic number: var fileGlobalConfig = new FileGlobalConfiguration              {                  RateLimitOptions = new FileRateLimitOptions                  {                      ClientIdHeader = "ClientIdHeader"'                      DisableRateLimitHeaders = true'                      QuotaExceededMessage = "QuotaExceededMessage"'                      RateLimitCounterPrefix = "RateLimitCounterPrefix"'                      HttpStatusCode = 200                  }              };
Magic Number,Ocelot.UnitTests.Configuration,RateLimitOptionsCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\RateLimitOptionsCreatorTests.cs,should_create_rate_limit_options,The following statement contains a magic number: var expected = new RateLimitOptionsBuilder()                  .WithClientIdHeader("ClientIdHeader")                  .WithClientWhiteList(() => fileRoute.RateLimitOptions.ClientWhitelist)                  .WithDisableRateLimitHeaders(true)                  .WithEnableRateLimiting(true)                  .WithHttpStatusCode(200)                  .WithQuotaExceededMessage("QuotaExceededMessage")                  .WithRateLimitCounterPrefix("RateLimitCounterPrefix")                  .WithRateLimitRule(new RateLimitRule(fileRoute.RateLimitOptions.Period'                         fileRoute.RateLimitOptions.PeriodTimespan'                         fileRoute.RateLimitOptions.Limit))                  .Build();
Magic Number,Ocelot.UnitTests.Configuration,RouteKeyCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\RouteKeyCreatorTests.cs,should_return_re_route_key,The following statement contains a magic number: var route = new FileRoute              {                  UpstreamPathTemplate = "/api/product"'                  UpstreamHttpMethod = new List<string> { "GET"' "POST"' "PUT" }'                  DownstreamHostAndPorts = new List<FileHostAndPort>                  {                      new FileHostAndPort                      {                          Host = "localhost"'                          Port = 123                      }'                      new FileHostAndPort                      {                          Host = "localhost"'                          Port = 123                      }                  }              };
Magic Number,Ocelot.UnitTests.Configuration,RouteKeyCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\RouteKeyCreatorTests.cs,should_return_re_route_key,The following statement contains a magic number: var route = new FileRoute              {                  UpstreamPathTemplate = "/api/product"'                  UpstreamHttpMethod = new List<string> { "GET"' "POST"' "PUT" }'                  DownstreamHostAndPorts = new List<FileHostAndPort>                  {                      new FileHostAndPort                      {                          Host = "localhost"'                          Port = 123                      }'                      new FileHostAndPort                      {                          Host = "localhost"'                          Port = 123                      }                  }              };
Magic Number,Ocelot.UnitTests.Configuration,RoutesCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\RoutesCreatorTests.cs,ThenTheRoutesAreCreated,The following statement contains a magic number: _result.Count.ShouldBe(2);
Magic Number,Ocelot.UnitTests.Configuration,RoutesCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\RoutesCreatorTests.cs,ThenTheDepsAreCalledFor,The following statement contains a magic number: _utpCreator.Verify(x => x.Create(fileRoute)' Times.Exactly(2));
Magic Number,Ocelot.UnitTests.Configuration,ServiceProviderCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\ServiceProviderCreatorTests.cs,should_create_service_provider_config,The following statement contains a magic number: var globalConfig = new FileGlobalConfiguration             {                 ServiceDiscoveryProvider = new FileServiceDiscoveryProvider                 {                     Scheme = "https"'                     Host = "127.0.0.1"'                     Port = 1234'                     Type = "ServiceFabric"'                     Token = "testtoken"'                     ConfigurationKey = "woo"'                     Namespace = "default"                 }             };
Magic Number,Ocelot.UnitTests.Configuration,ServiceProviderCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\ServiceProviderCreatorTests.cs,should_create_service_provider_config,The following statement contains a magic number: var expected = new ServiceProviderConfigurationBuilder()                 .WithScheme("https")                 .WithHost("127.0.0.1")                 .WithPort(1234)                 .WithType("ServiceFabric")                 .WithToken("testtoken")                 .WithConfigurationKey("woo")                 .WithNamespace("default")                 .Build();
Magic Number,Ocelot.UnitTests.Configuration,VersionCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\VersionCreatorTests.cs,should_create_version_based_on_input,The following statement contains a magic number: this.Given(_ => GivenTheInput("2.0"))                 .When(_ => WhenICreate())                 .Then(_ => ThenTheResultIs(2' 0))                 .BDDfy();
Magic Number,Ocelot.UnitTests.Configuration.Validation,FileConfigurationFluentValidatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\Validation\FileConfigurationFluentValidatorTests.cs,configuration_is_valid_if_service_discovery_options_specified_and_has_service_fabric_as_option,The following statement contains a magic number: var configuration = new FileConfiguration              {                  Routes = new List<FileRoute>                  {                      new FileRoute                      {                          DownstreamPathTemplate = "/"'                          DownstreamScheme = "http"'                          UpstreamPathTemplate = "/laura"'                          UpstreamHttpMethod = new List<string> { "Get" }'                          ServiceName = "test"                      }                  }'                  GlobalConfiguration = new FileGlobalConfiguration                  {                      ServiceDiscoveryProvider = new FileServiceDiscoveryProvider                      {                          Scheme = "https"'                          Host = "localhost"'                          Type = "ServiceFabric"'                          Port = 8500                      }                  }              };
Magic Number,Ocelot.UnitTests.Configuration.Validation,FileConfigurationFluentValidatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\Validation\FileConfigurationFluentValidatorTests.cs,configuration_is_valid_if_service_discovery_options_specified_and_has_service_discovery_handler,The following statement contains a magic number: var configuration = new FileConfiguration              {                  Routes = new List<FileRoute>                  {                      new FileRoute                      {                          DownstreamPathTemplate = "/"'                          DownstreamScheme = "http"'                          UpstreamPathTemplate = "/laura"'                          UpstreamHttpMethod = new List<string> { "Get" }'                          ServiceName = "test"                      }                  }'                  GlobalConfiguration = new FileGlobalConfiguration                  {                      ServiceDiscoveryProvider = new FileServiceDiscoveryProvider                      {                          Scheme = "https"'                          Host = "localhost"'                          Type = "FakeServiceDiscoveryProvider"'                          Port = 8500                      }                  }              };
Magic Number,Ocelot.UnitTests.Configuration.Validation,FileConfigurationFluentValidatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\Validation\FileConfigurationFluentValidatorTests.cs,configuration_is_valid_if_service_discovery_options_specified_dynamically_and_has_service_discovery_handler,The following statement contains a magic number: var configuration = new FileConfiguration              {                  GlobalConfiguration = new FileGlobalConfiguration                  {                      ServiceDiscoveryProvider = new FileServiceDiscoveryProvider                      {                          Scheme = "https"'                          Host = "localhost"'                          Type = "FakeServiceDiscoveryProvider"'                          Port = 8500                      }                  }              };
